Cognitive Distortion,Generated Story,Generative Model,Gemini Consistency,Gemini Accuracy,Gemini Fluency,Gpt Consistency,Gpt Accuracy,Gpt Fluency
흑백 사고,"[여자/15세]
---
시험에서 만점을 받지 못하면 나는 실패자가 되고, 친구들이 나를 무시할 것이다. 이렇게 되면 앞으로 모든 일이 잘못될 거라고 생각한다. 작은 실수가 있었지만, 다른 일은 잘하고 있는데도 말이다.",Claude,2,2,3,2,3,3
흑백 사고,"[여자/15세]
---
학교에서 선물 요구를 계속받아 괴롭습니다. 거절하면 폭력을 당할까봐 겁이 납니다. 이제 모든 게 망가진 것 같아 안타깝고 화가 납니다. 이럴 줄 알았으면 처음부터 아무도 없었으면 좋았을 텐데.",Claude,2,2,2,2,2,3
흑백 사고,"[여자/15세]
---
이번 물리 실험에서 예상했던 결과가 나오지 않았다. 이렇게 실험에 실패하면 내가 과학을 잘못 공부하고 있는 거라고 생각해. 이제 물리는 포기해야 할 것 같아. 앞으로는 제대로 해낼 수 있을 리가 없어.",Claude,2,2,3,2,2,3
흑백 사고,"[여자/19세]
---
부모님은 관심도 없더니 자퇴하면 안 된다고 지 멋대로 하더라. 이제 친구도 셋밖에 없어서 완전히 소외되어 버렸어. 이 모든 상황이 다 내 잘못인 것 같아 너무 힘들어.",Claude,2,2,2,3,3,2
흑백 사고,"[여자/17세]
---
어제 친구들이 나를 어색하게 대했어. 앞으로는 모두가 나를 싫어할 거야. 다음엔 아무도 나와 어울리지 않을 것 같아. 혼자가 되면 정말 너무 외로울 것 같아.",Claude,2,2,2,2,2,3
흑백 사고,"[여자/17세]
---
친구가 약간 짜증을 내면 나도 짜증이 폭발해요. 그럴 때마다 내가 그 친구를 이해하지 못한다고 생각하고, 친구들 모두가 나를 싫어하는 것처럼 느껴집니다. 그러다 보면 무슨 말을 해야 할지 모르겠어요.",Claude,2,2,2,3,3,3
흑백 사고,"[여자/18세]
---
이 학교에 다니는게 제게는 너무 힘듭니다. 전학가고 싶지만 가족들이 반대하시니 어쩔 수 없이 여기에 남아있어야 할 것 같습니다. 이렇게 힘든 하루하루를 보내는 제 자신이 정말 열등하게 느껴집니다.",Claude,2,2,3,2,3,3
흑백 사고,"[여자/18세]
---
수시 원서를 써야 하는데, 내 성적이 너무 좋지 않아. 대학에 절대 떨어질 거야. 이렇게 계속 실패하면 앞으로도 인생에서 성공할 수 없을 것 같아.",Claude,2,2,2,2,3,3
흑백 사고,"[여자/17세]
---
내가 이번 시험에서 떨어지면 나의 학업 인생이 완전히 바닥나버릴 거야. 내가 대학을 못가면 앞으로 어떻게 살아갈 수 있을까? 이 시험이 내 인생을 결정할 것 같아 너무 불안해.",Claude,2,2,2,2,3,3
흑백 사고,"[여자/17세]
---
크리스마스 파티를 열려고 했지만, 준비할 게 전혀 없어서 완전히 망가질 것 같아. 친구들도 지쳐서 관심이 없어 보이네. 이번에도 실패할 수밖에 없을 거야. 이렇게 되면 앞으로 어떻게 하지?",Claude,2,2,3,2,2,3
흑백 사고,"[여자/16세]
---
수학여행에서 실수했다고 끝까지 괴롭힘을 당하고 있어. 친구들이 나를 싫어하고 있어 보이니 앞으로도 이렇게 될 거야. 이런 상황에서 나는 완전히 실패자가 된 것 같아.",Claude,2,3,2,2,3,2
흑백 사고,"[여자/16세]
---
이 시험에서 점수가 안 좋으면 내 인생이 끝나버릴 거야. 키가 작아서 아이돌이 될 수 없을 거고, 친구들도 날 무시할 게 분명해. 모든 게 다 잘못되고 있어.",Claude,2,2,2,2,2,3
흑백 사고,"[여자/17세]
---
엄마가 내 공부 스타일을 이해하지 못해. 숙제만 하라고 하고 도서관에 가는 것도 못하게 해. 이렇게 계속하면 절대 공부 못할 거야. 그냥 대학 갈 수 없는 완전 실패자가 될 거야.",Claude,2,3,2,2,3,2
흑백 사고,"[여자/18세]
---
수학성적이 좋지 않아 문과로 진로를 선택했지만, 이제 안경사나 물리치료사, 사회복지사 중 어떤 길을 가야 할지 막막해요. 이 중 하나를 선택하지 못하면 완전히 실패할 거라고 생각하니 너무 걱정돼요.",Claude,2,2,3,2,3,3
흑백 사고,"[여자/16세]
---
시험에서 낮은 점수를 받아 나는 완전히 실패했다고 생각했어. 앞으로 모든 시험에서 망칠 거라고 단정 지었고, 더 이상 공부할 의욕이 나지 않았어. 선생님이 격려해도 긍정적으로 받아들이기 힘들었지.",Claude,2,2,3,2,3,3
흑백 사고,"[여자/15세]
---
시험에 떨어지면 나는 완전히 실패자가 될 거야. 친구들이 나를 무시하면 모두가 나를 싫어하는 걸까? 작은 실수로 인해 모두에게 무능하다고 여겨질까 봐 걱정돼.",Claude,2,2,2,1,3,3
흑백 사고,"[여자/16]
---
여고생인 나는 반 친구들이 나를 무시한다고 생각해. 한 명이라도 나를 좋아해 주지 않으면 내 인생은 완전히 망가진 거라고 느껴. 앞으로 내 삶이 영원히 이렇게 될 거야.",Claude,2,2,2,2,2,3
흑백 사고,"[여자/14]
---
뮤지컬을 정말 좋아하는데, 엄마는 공부만 하라고 하셔. 이젠 이 길 말고는 아무것도 할 수 없는 것 같아. 평생 실패자로 살 거야.",Claude,2,2,2,2,3,3
흑백 사고,"[여자/15세]
---
우리 반 애들이 갑자기 나에게 관심을 보여서 정말 신기해요. 하지만 너무 인기가 많다보니 혹시 나만 꼬리표가 붙은 것은 아닐까 걱정돼요. 내가 인기가 많은 게 진짜일까, 아니면 그냥 장난일까?",Claude,2,2,3,3,3,3
흑백 사고,"[여자/15세]
---
시험에서 조금만 틀려도 내가 완전히 실패자가 된 것 같아. 친구들이 나를 멀리하면 앞으로 아무도 나를 좋아하지 않을 거야. 모든 것이 엉망진창이 되어버렸어.",Claude,2,2,3,2,2,3
흑백 사고,"[여자/17세]
---
중학교 때부터 누군가가 나를 무시하면 모든 친구들도 그럴 거라고 생각했어. 발표할 때 한두 번 실수했다고 선생님이 나를 완전 열등한 학생이라고 판단하실 거야. 요즘 수업 집중도 잘 안되고 성적도 계속 떨어지는데, 이제 완전히 실패자가 된 것 같아.",Claude,2,2,2,2,3,3
흑백 사고,"[여자/17세]
---
부모님께서 내 바리스타 꿈을 반대하셔서 너무 답답해요. 대학 안 나오고 자격증만 따면 되는 줄 알았는데, 지금은 영영 내 꿈을 이룰 수 없을 것 같아요. 이렇게 되면 나는 완전한 실패자가 되겠죠.",Claude,2,3,2,2,3,3
흑백 사고,"[여자/17세]
---
고등학교에 입학하고 진로 선택에 대한 고민이 시작되었어요. 웹툰작가와 일러스트레이터 중 하나를 해야 할지 고민하고 있지만, 다른 직업들도 고려하기 어려워요. 지금 하는 것이 전부라고 생각하니 너무 부담되네요.",Claude,2,2,3,3,3,3
흑백 사고,"[여자/17세]
---
친구들이 나를 좋아하지 않아. 그래서 모든 사람들이 나를 무시하는 것 같아. 혼자서 힘들고 우울해서 울고 있어. 하지만 다행히 담배와 술은 끊었어. 이제 공부와 운동으로 더 좋은 모습이 되고 있어.",Claude,2,2,3,2,2,2
흑백 사고,"[여자/17세]
---
시험에서 작은 실수를 했지만, 이제 전부를 망쳤다고 생각해. 친구들도 점점 멀어지고 있어서 이제는 완전히 혼자가 된 것 같아. 학교에 가기 싫고 집에만 있고 싶어. 앞으로의 미래는 완전히 어두워 보여.",Claude,2,3,3,3,3,3
흑백 사고,"[여자/15]
--- 
부산에 있는 고등학교에 가고 싶지만, 다른 지역에 살고 있어 걱정이다. 친구는 부산에 살지만 잘 모르겠다고 한다. 이렇게 하면 안될까? 아니면 포기해야 할까? 내가 원하는 건 부산 고등학교인데 어쩌지?",Claude,2,2,2,3,3,3
흑백 사고,"[여자/17세]
---
친구가 실수로 남을 다치게 한 일이 있었어. 앞으로 이런 일이 또 생기면 우리 친구들은 모두 나쁜 사람이라고 판단하게 될 거야. 이번 일은 큰 문제였지만, 친구들이 완전히 못된 사람이라고 말할 순 없어.",Claude,2,2,2,2,2,2
흑백 사고,"[여자/14세]
---
운동도 잘하고 공부도 열심히 해왔지만, 시험 점수가 80점 밖에 안 나왔어. 이제 완전히 실패자가 된 거 같아. 더는 어떻게 하면 좋은 고등학교에 갈 수 있을지 모르겠어.",Claude,2,2,2,2,3,3
흑백 사고,"[여자/17세]
---
시험 점수가 기대보다 좋지 않아 앞으로 모든 시험에서 실패할 것 같아. 이번에도 실수로 인해 완전히 망쳤으니 앞으로 공부해도 소용이 없을 거야. 이제는 포기하고 다른 길을 찾아야겠어.",Claude,2,2,2,2,2,2
흑백 사고,"[여자/18세]
---
항상 성실하게 노력해왔지만, 이번 시험에서 중간 점수를 받았어. 이제 꿈의 경찰대학은 영영 포기해야 할 것 같아. 모든 게 끝장났어.",Claude,2,2,3,2,3,3
흑백 사고,"[여자/15세]
---
내 성적이 중하위권이라니 앞으로 아무 희망도 없어. 요리사가 되고 싶었지만 포기했고, 이제는 방송일도 하고 싶은데 어떻게 할지 모르겠어. 난 완전히 실패자가 된 것 같아.",Claude,2,3,2,2,3,3
흑백 사고,"[여자/15세]
---
엄마가 불을 끄라고 하셨지만, 내가 이해하지 못한 것 같아요. 이제 엄마는 날 바보 취급할 거예요. 앞으로 아무것도 못할 것 같아요. 나는 완전히 실패자가 되고 말 거예요.",Claude,2,2,2,2,3,3
흑백 사고,"[여자/16세]
---
걔가 전화를 안 받았다니 나를 완전히 싫어하는 거 같아. 앞으로 영원히 걔랑 어울릴 수 없을 것 같아. 오빠가 걔한테 연락해줘도 소용없을 거야. 내가 완전히 실패한 거 아니야?",Claude,2,3,3,2,3,3
흑백 사고,"[여자/16세]
---
친구들이 나에게 도움을 요청하지만, 이번에도 그냥 거절했어. 나는 계속 무시당할 거라고 생각하니까 그냥 모든 걸 포기해버렸어. 학교에서도 인정받지 못하는 것 같아 앞으로 아무 성과도 낼 수 없을 거 같아.",Claude,2,2,2,2,2,2
흑백 사고,"[여자/16세]
---
알바 계약서 없이 일하고 있는데, 고용주가 임금을 주지 않는다고 합니다. 이대로라면 난 완전히 허술한 사람이 되는 거겠죠. 더 이상 일할 이유가 없어요. 모든 게 잘못되어 가고 있어요.",Claude,2,2,2,2,2,3
흑백 사고,"[여자/16살]
---
돈을 안 갚은 옛친구 때문에 완전히 실패자가 된 것 같아. 이 일 때문에 앞으로 내 인생이 엉망이 될 거야. 앞으로 다른 친구들도 나를 신뢰하지 않을 것 같아. 이제 아무도 날 좋아하지 않을 거야.",Claude,2,2,2,2,3,3
흑백 사고,"[여자/15세]
---
책을 보다 친구가 화내는 걸 보니 내가 완전히 실패자구나. 청소를 하고 있는데 친구가 또 나를 비난하네. 전학 온 뒤로 모든 게 달라진 것 같아 친구와 왠지 점점 멀어지는 것 같아 슬프다.",Claude,2,3,2,2,2,2
흑백 사고,"[여자/17세]
---
이 시험에서 뉴스데스크 고려에서 탈락하면 나는 완전히 실패자가 될 것이다. 다른 진로는 생각도 할 수 없어. 이제 아무 목표도 없어 졌어. 이대로 모든 게 꼬이면 내 인생은 다 끝나버릴 거야.",Claude,2,2,2,2,3,2
흑백 사고,"[여자/15세]
---
이사를 가게 되었다니 정말 끔찍해. 전학을 하면 친구들도 다 잃고 공부도 못할 거야. 중3에 새로운 환경에 적응하기는 너무 힘들 것 같아. 고등학교에 가도 전학은 안 될 거니까 앞으로 매우 힘든 시간이 될 거야.",Claude,2,3,3,2,2,3
흑백 사고,"[여자/16] 
---
엄마가 또 화났어. 아무리 노력해도 엄마를 만족시킬 순 없어. 내가 잘못된 사람인가 봐. 이대로 가다간 내 인생은 완전히 망가질 거야. 이제 더 이상 견딜 수가 없어.",Claude,2,2,2,2,3,3
흑백 사고,"[남자/15세]
---
내 성적이 좋지 않다니 나는 완전한 실패자일 뿐이다. 운동을 잘해도 학업을 소홀히 했으니 앞으로 어떻게 살아야 할지 걱정된다. 선생님들과 친구들 모두가 날 싫어할 거라고 생각한다.",Claude,2,3,2,2,2,3
흑백 사고,"[여자/15세]
---
이번 시험에서 좋은 성적을 받지 못했어. 이제 나는 완전히 실패한 학생이 된 것 같아. 선생님도 나를 포기하셨고, 다른 친구들도 날 무시하게 될 거야. 이대로는 대학을 갈 수 없어 미래가 없어졌어.",Claude,2,2,2,2,2,3
흑백 사고,"[여자/15세]
---
목소리가 너무 내 맘에 들지 않아. 이렇게 생겨서 완전히 실패자가 된 것 같아. 이제 어떡하지? 친구들도 날 싫어할 거야. 내가 이렇게 되어서는 앞으로 아무것도 할 수 없을 것 같아.",Claude,2,2,2,2,2,3
흑백 사고,"[여자/17세]
---
친구가 주운 볼펜을 숨기고 거짓말했어. 이제 나도 같은 범죄자가 된 거야. 앞으로 나는 완전히 신뢰할 수 없는 사람이 될 게 분명해. 이 사건으로 인해 앞으로 모든 사람들이 나를 나쁜 사람이라고 판단할 거야.",Claude,2,3,2,2,3,3
흑백 사고,"[여자/17세]
---
아동복지학과에 가면 무슨 일을 할 수 있을까? 좋은 대학에 가도 실패할 수 있어. 내가 지원서에 쓴 이유도 별로 중요하지 않을 거야. 복지 공부를 해도 취업은 어려울 거라고 생각해.",Claude,2,3,2,2,2,2
흑백 사고,"[여자/17세]
---
오늘 체육관에서 친구와 소통하려고 했지만, 그 친구가 나를 무시하더라. 이러다 우리 관계가 영영 망가질 것 같아. 이제 그 친구와는 절대 어울리지 않으리라.",Claude,2,2,3,2,3,3
흑백 사고,"[여자/15] 
---
학교에서 선생님께 혼났어요. 이제 난 완전히 실패자가 된 것 같아요. 앞으로 모든 게 잘못될 거라고 생각하니 너무 걱정돼요. 다른 친구들도 나를 싫어할 거라고 단정 지어 버려요.",Claude,2,2,2,2,2,3
흑백 사고,"[여자/16세]
---
학교가 힘들고 친구들도 신뢰할 수 없어요. 아무도 나를 이해하지 못하는 것 같아 늘 울고 싶습니다. 내 자신이 정말 밉고 앞으로의 인생도 힘들 것 같아요.",Claude,3,2,3,3,3,3
흑백 사고,"[여자/15세]
---
친구 생일이 하루 남았는데 선물도 편지도 준비할 게 하나도 없어. 이러다 내 친구가 나를 싫어할 거야. 아니, 모든 친구들이 나를 싫어할 게 분명해. 절대 실패할 수밖에 없어.",Claude,2,2,2,2,3,3
흑백 사고,"[여자/17세]
---
어제 발표 준비를 잘했다고 생각했는데, 교수님께서 피드백을 주셨어요. 이제 내가 완전히 실패한 것 같아 앞으로 모든 게 다 잘못될 거라고 생각돼 너무 좌절돼요. 이번에 망쳤으니 앞으로도 모든 게 잘못될 것 같아요.",Claude,2,2,2,2,2,3
흑백 사고,"[여자/15세]
---
오늘 뮤지컬 오디션에서 떨어졌어. 내가 정말 열심히 준비했는데도 실패했으니 앞으로 내가 뮤지컬 배우가 될 수 있을 리가 없어. 이제 내 꿈은 완전히 포기해야 할 것 같아.",Claude,2,2,3,2,2,3
흑백 사고,"[여자/16세]
---
이번에 기숙사 고등학교에 입학하게 되었는데, 과연 잘 적응할 수 있을까? 만약 공부를 못하거나 친구를 사귀지 못하면 완전히 실패한 학생이 되어버릴 것 같아 걱정이 드네요. 이번 기회를 망치면 앞으로 절대 좋은 대학에 갈 수 없을 거야.",Claude,2,2,2,2,2,3
흑백 사고,"[여자/15세]
--- 
선생님이 저한테 별로 관심이 없는 것 보니, 저를 좋아하지 않는 것 같아요. 앞으로 어떻게 해야 선생님한테 인정받을 수 있을지 모르겠어요. 아니면 제가 원래부터 선생님이 싫어하시는 학생이었나 봐요. 다른 친구들도 저를 무시하니 저는 완전 실패자 같아요.",Claude,2,2,2,2,2,3
