Cognitive Distortion,Generated Story,Generative Model,Claude Consistency,Claude Accuracy,Claude Fluency,Gpt Consistency,Gpt Accuracy,Gpt Fluency
성급한 판단,"[여자/17세]
---
걔네 웃는 모습이 다 나를 비웃는 것 같았어.  내가 실수한 건 분명한데,  다들 나만 싫어하는 것 같아.  아무도 내 편이 없을 거야.  결국 혼자가 될 거라고 생각하니 너무 무서워.
",GEMINI,2,3,2,2,2,3
감정적 추론,"[여자/15세]
---
점심시간, 실수로 급식을 쏟았어요.  주변 친구들의 시선이 느껴졌고, 얼굴이 화끈거렸어요.  내가 왜 이렇게 서툴까요?  다들 나를 깔끔하지 못하다고 생각할 거예요.  내 잘못이에요.  분명히 망신살이 뻗쳤어요.
",GEMINI,3,3,2,3,3,3
부정적 편향,"[여자/16세]
---
수업 중, 민지가 내 펜을 또 가져갔어.  저번에도 내꺼 썼으면서.  애들 다 민지 싫어하는데, 나만 착각하는 걸까?  걔는 인기 많다고 착각하는데,  실제로는 다 가식이라고 생각해.  내가 걔한테 잘해주는 건 당연한 게 아니잖아.  나만 손해인 것 같아.  분명 나쁜 의도를 가지고 있을 거야.
",GEMINI,3,3,3,3,3,3
과잉 일반화,"[여자/17]
---
시험 한 문제 틀렸다고 선생님께 혼났다.  망했다.  내 성적은 늘 이 모양일 거야.  대학도 못 갈 거고,  결국 아무것도 못 하는 인생일 거다.  모든 게 끝장이야.
",GEMINI,2,2,2,2,3,3
흑백 사고,"[여자/18세]
---
친구들이 화려한 화장을 하고 학교에 왔어.  나는 쌩얼인데, 다들 나를 무시하는 것 같아. 예뻐야만 친구가 있고 인정받는 거야.  내 얼굴은 망했어.  아무리 노력해도 소용없어.  결국 혼자인 거지.
",GEMINI,2,3,2,3,3,3
성급한 판단,"[여자/16세]
---
어제 수업 후, 민지가 나에게 말도 안 하고 가버렸어.  우리가 다퉜던 게 생각나,  내가 잘못한 건가?  평소와 다른 민지의 태도는 내가 뭘 잘못했기 때문일 거야.  아마 나 싫어하는 거겠지.  괜히 먼저 사과했어야 했나 후회돼.
",GEMINI,3,3,3,3,3,3
과잉 일반화,"[남자/14세]
---
점심시간, 쟤네 웃는 모습이 나를 비웃는 것 같았다.  내가 흘린 우유를 보고 낄낄거렸으니 분명 나를 조롱하는 거야.  다들 나를 싫어하는 게 틀림없어.  혼자 밥 먹는 게 익숙해졌다.  내가 뭘 잘못했는지 모르겠다.  모든 친구들이 나를 싫어해.
",GEMINI,2,3,2,3,3,3
과잉 일반화,"[여자/13]
---
민지가 내 험담을 했대.  다른 애한테 들었어.  걔도 나 싫어하는 눈치였어.  결국 다 나 싫어하는 거야.  아무도 날 좋아하지 않아.  혼자인 거야.  이젠 아무하고도 친해질 수 없을 거야.
",GEMINI,2,3,2,2,3,3
성급한 판단,"[여자/15]
---
고등학교 오티에 갔다.  낯선 얼굴들 투성이였다.  아무도 나에게 말을 걸지 않았다.  분명 내가 어둡고 답답해 보였을 거다.  나랑 말 섞는 사람은 없겠지.  결국 혼자 점심을 먹었다.  다들 재밌게 웃고 떠드는데 나만 빼고.  나는 역시 외톨이일 거야.
",GEMINI,2,3,2,3,3,3
개인화,"[여자/15]
---
수현이랑 또 싸웠다. 내가 먼저 틱틱거렸지만, 수현이 기분이 안 좋은 건 내 탓 같다.  내가 괜히 장난친 게 화근이었을까?  수현이 표정이 너무 힘들어 보여서,  내가 다 잘못한 것 같고 미안하다.  내가 없어져야 수현이 행복해질까?
",GEMINI,3,3,2,3,3,3
성급한 판단,"[여자/15세]
---
수학 시험을 망쳤다. 틀린 문제들을 보니, 답이 눈에 뻔히 보이는데 왜 틀렸을까.  아마 내가 멍청해서 그럴 거야.  다른 애들은 다 잘 풀었을 텐데, 나만 바보 같아 보일 거야. 선생님도 실망하겠지.  결국, 난 낙제할 거고… 친구들도 나를 멀리할 거야.
",GEMINI,2,2,2,3,3,3
과잉 일반화,"[여자/15]
---
어제 친구들이 내 그림 실력을 비웃었어.  다들 그렇게 생각하는 걸까?  내 그림은 쓸모없어.  미술대회 출품도 포기해야겠어. 아무도 내 그림을 좋아하지 않을 거야. 전시회는 꿈도 못 꿀 것 같아.  결국 혼자인 거지.
",GEMINI,2,3,2,2,3,3
과잉 일반화,"[여자/14]
---
친구들이 나 빼고 몰래 영화 보러 갔대.  소라가  ""다음엔 너도 같이 가자!"" 했지만,  거짓말일 거야.  항상 나만 빼놓고 즐거운 시간을 보내는 것 같아.  이번에도 그럴 거야.  아무도 날 좋아하지 않는 거겠지.  다시 혼자가 되는 거야.
",GEMINI,2,3,2,2,3,3
개인화,"[여자/16세]
---
수업 중, 민지가 웃으며 지수와 속삭이는 걸 봤어.  내가 했던 말을 흉내 내는 것 같았어.  분명 나만 싫어하는 거야.  모두 나를 배척하는 것 같아.  혼자인 거지.
",GEMINI,2,2,2,2,3,3
개인화,"[여자/15]
---
반 애들이 나 몰래 짝을 바꿨어.  내가 뭘 잘못했는지 모르겠는데,  다들 나만 빼고 친하게 지내는 것 같아.  내가 뭘 잘못했기에 날 밀어내는 걸까?  아무도 나랑 얘기하려 하지 않아.  다 내 탓인 것 같아.
",GEMINI,3,3,3,2,3,3
'해야 한다' 진술,"[여자/15세]
---
시험을 망쳤어.  100점을 맞아야 했는데, 90점이라니.  내가 더 잘했어야 했는데…  다시는 이런 실수를 해선 안 돼.  엄마한테 혼날 생각에 벌써부터 가슴이 답답해.  다음 시험은 꼭 100점을 받아야 해.
",GEMINI,3,2,3,2,3,3
감정적 추론,"[여자/15세]
---
약속한 돈을 못 줘서 미안했는데,  걔가 친구들이랑 같이 와서 협박했어.  욕설 문자까지 받고 너무 무서웠어. 내 잘못인데,  모두 내 탓인 것 같아.  어떻게 해야 할지 모르겠어.  경찰이나 부모님께 말할 수도 없고…
",GEMINI,3,3,2,3,3,3
과잉 일반화,"[여자/14세]
---
점심시간, 혼자 도시락을 먹었다.  아무도 나랑 말 안 걸더라.  다들 나 싫어하는 걸까?  저번에도 그랬고,  항상 혼자야.  아무도 나랑 친구 하고 싶어하지 않아.  내가 뭘 잘못했을까?  다 내 잘못인가 봐.
",GEMINI,2,3,2,3,3,3
낙인찍기,"[여자/15]
---
친구 수진이가 걔랑 친해졌대.  걔는 날 싫어하잖아.  수진이도 날 싫어하게 될까봐 무서워.  내가 뭔가 잘못한 건가?  다 내 탓인 것 같아.  결국 나 혼자 남겠지.  다시는 친구 못 사귈 것 같아.
",GEMINI,3,3,2,3,3,3
낙인찍기,"[남자/15세]
---
피구공이 내 쪽으로 날아왔다.  그들이 웃으며 나를 노려봤다.  또 시작이야.  나는 언제나 그들의 표적이지.  저 험악한 얼굴들,  나를 따돌리는 그들의 시선,  내가 뭘 잘못했지?  결국 나는 맞았고,  혼자 남았다.
",GEMINI,3,3,2,3,3,3
감정적 추론,"[여자/15세]
---
시험을 망쳤어.  내 점수를 본 순간,  모든 게 끝장났다는 생각뿐이야.  선생님께 혼날까봐 무서워.  엄마한테도 말 못 해.  내가 너무 멍청해서 다 망친 거야.  아무도 날 이해 못 할 거야.
",GEMINI,2,2,2,2,3,3
과잉 일반화,"[남자/16세]
---
또 혼났다.  엄마는 내가 뭘 해도 맘에 안 드신다.  학교에서도 마찬가지다.  애들 시선이 느껴진다.  내가 뭘 잘못했는지 모르겠지만, 늘 나를 괴롭힌다.  아무것도 잘하는 게 없다.  나는 늘 혼자다.  죽고 싶다.
",GEMINI,2,3,2,3,3,2
낙인찍기,"[여자/15세]
---
걔는 또 내 샤프를 훔쳐갔어.  분명 내 자리에 두고 갔는데 없어졌어.  저번에 비즈도 그랬잖아.  걔는 항상 남의 물건을 훔쳐.  다른 애들도 그렇게 생각하는 것 같아.  결국 걔는 도둑이야.  믿을 수 없어.
",GEMINI,2,2,3,2,3,3
성급한 판단,"[여자/15세]
---
수업시간,  민지가 내 필통을 함부로 썼어.  분명 내가 싫어하는 표정을 지었는데도.  아마 내가 싫다고 말하면 걔 혼자 남을까 봐, 그냥 참았어.  다른 애들이랑도 잘 안 어울리고….  내가 왕따가 될까 봐 무서워.  결국엔 나 혼자 남게 될 거야.
",GEMINI,3,3,3,3,3,3
감정적 추론,"[여자/18]
---
늦잠 자서 학교를 가지 못했다.  결석이 처음이라 불안하다.  수시 원서 접수가 코앞인데, 이번 결석이 면접에 영향을 미칠까 봐 걱정이다.  결국,  내 모든 노력이 물거품이 될지도 몰라.  망했어.
",GEMINI,2,3,2,3,3,3
확대와 축소,"[여자/15세]
---
아이유 얘기를 했다가 친구랑 싸웠어. 내가 농담으로 한 말인데, 걔는 엄청 화내더니 카톡 프로필 사진까지 바꿨어.  내가 잘못했지만,  다들 나를 싫어할 것 같아.  내가 뭘 잘못했는지 모르겠어.  아무도 날 좋아하지 않을 거야.  죽고 싶어.
",GEMINI,2,3,2,2,3,2
개인화,"[여자/14]
---
수련회 후, 친구들이 나를 따돌리는 것 같아. 내가 뭘 잘못했는지 모르겠어.  다들 나만 빼고 웃고, 얘기해.  내가 부족해서 그런 걸까?  아무도 날 좋아하지 않는 것 같아.  혼자인 게 너무 무서워.
",GEMINI,3,3,3,3,3,3
과잉 일반화,"[남자/16세]
---
카톡 내용이 또 캡쳐돼서 돌아다닌다.  저번 엽사 사건처럼 또 댓글들이 난리다.  내가 뭘 잘못했는지 모르겠다.  다들 나 싫어하는 것 같다.  결국엔 다 나 때문이다.  모든 게.
",GEMINI,2,3,2,2,3,3
과잉 일반화,"[여자/15세]
---
점심시간, 걔네 넷이 나 빼고 웃고 있더라.  내가 먼저 다가가도 시큰둥하고.  어제 내가 실수한 거,  분명 걔네 때문에 그랬는데.  다들 나 싫어하는 거 같아.  아무도 날 좋아하지 않아.  친구가 없는 거야.
",GEMINI,2,3,2,2,3,3
개인화,"[여자/16세]
---
소민이랑은 초등학교 때부터 단짝이었어. 근데 요즘, 소민이 남자친구인 준영이랑 내가 친해지니까 소민이가 날 의심하는 눈치야.  내가 준영이를 뺏을까봐 걱정하는 것 같아.  내가 잘못한 건 없는데…  다시 예전처럼 돌아갈 수 있을까 불안해.
",GEMINI,3,3,3,3,3,3
과잉 일반화,"[여자/15세]
---
짝꿍이 또 험악하게 쳐다봤어.  다들 나 싫어하는 것 같아.  수업시간에 내 얘기하면서 웃던데, 분명 나 흉보는 거야.  아무도 나랑 안 놀고, 혼자 점심 먹는 게 당연해졌어.  나, 친구 없어.  모두 나를 싫어해.
",GEMINI,2,3,2,3,3,3
성급한 판단,"[여자/15세]
---
예빈이가 내 그림을 보고 웃더니 ""못 그렸네""라고 했어.  평소에도 잘 안 놀아주더니,  내가 뭘 해도 다 맘에 안 드는 걸까?  친구들이 나랑 안 놀고 싶어하는 건 내가 부족해서 그런 거겠지.  다시는 그림을 그리지 말아야겠어.
",GEMINI,2,2,2,2,2,3
부정적 편향,"[여자/14]
---
지수가 내 펜을 빌려갔는데, 깨져 돌아왔어.  내가 뭘 잘못했는지 모르겠어.  괜히 빌려줬나 싶고, 지수는 사과도 제대로 안 해.  다른 애들은 다 잘 지내는데 나만 왜 이럴까.  분명 나 때문일 거야.  모두 나를 싫어하는 걸까?
",GEMINI,2,3,2,2,3,3
흑백 사고,"[여자/15]
---
수현이랑 싸웠어. 처음엔 친했는데, 요즘은 날 무시해.  내가 뭘 잘못했는지 모르겠어.  수현이가 나 싫다고 했어.  우리 이제 친구 아니야.  수현이만 나쁜 애야.  다신 수현이랑 안 놀 거야.
",GEMINI,3,3,2,3,3,3
감정적 추론,"[여자/15세]
---
점심시간, 혼자 도시락 먹는데, 친구들이 웃으며 내 쪽을 힐끗거렸어. 분명 내가 어색하게 먹는 모습 때문에 웃는 거야. 내가 소심해서 그런 거라고, 말투도 이상해서 그런 거라고 생각하니 눈물이 핑 돌았어.  다 내 잘못이야. 내 성격 탓이야.
",GEMINI,3,3,3,3,3,3
성급한 판단,"[여자/17세]
---
수업 끝나고 도서관에서 혜진이랑 준호가 웃으며 이야기하는 모습을 봤다.  분명 나랑 셋이서 약속했는데, 둘이서만 온 거 같다.  혜진이가 나를 피하는 건가?  내가 부족해서 그런 걸까?  다시는 나랑 놀지 않을 것 같아 두렵다.
",GEMINI,2,3,3,3,3,3
개인화,"[여자/15세]
---
친구들이 내 옷차림 때문에 수군거리는 것 같아.  내가 뚱뚱해서 그런 거겠지.  다들 나랑 멀어지는 것 같고,  혼자 남겨질까봐 무서워.  아무도 날 좋아하지 않을 거야.  2학년 내내 혼자일지도 몰라.
",GEMINI,3,3,2,3,3,3
감정적 추론,"[여자/17세]
---
시험 결과가 나왔다.  내 점수는 망쳤다.  모두 나를 실망시켰을 거야.  내가 잘못했어.  다시는 친구들 앞에 나설 수 없을 것 같아.  내가 뭘 해도 다 쓸모없는 것 같아.  숨고 싶어.
",GEMINI,2,3,2,3,3,3
과잉 일반화,"[여자/15세]
---
중학교를 자퇴하고 검정고시 준비를 시작했지만, 막막하다.  예전 성적처럼 또 실패할까봐 두렵다.  어차피 나는 공부를 못하니까.  아무리 노력해도 소용없을 거야.  결국엔 낙오자가 될 거고.
",GEMINI,2,3,2,3,3,3
감정적 추론,"[여자/15세]
---
영재반 친구, 수민이가 나를 좋아한다는 말에 마음이 복잡하다.  정말 좋아하는 걸까? 내가 그만큼 매력적인가?  고백하면 받아줄까?  아니, 설마 거절당하면 어떡하지?  차라리 혼자 좋아하는 게 나을까?  모두가 나를 싫어할 것 같아.
",GEMINI,3,3,3,3,3,3
성급한 판단,"[여자/15]
---
수업 후, 친구 수진이랑 밥 먹는데 갑자기 핸드폰만 봤어.  내가 먼저 말 걸었는데 시큰둥하게 대답하더니 다른 친구랑 가버렸어.  평소랑 다르게 차갑게 구는 수진이 때문에 화가 나.  내가 뭘 잘못했는지 모르겠어.  분명 걔가 나 싫어하는 거 같아.  다시는 말 안 걸어야지.
",GEMINI,3,2,3,3,3,2
흑백 사고,"[남자/18]
---
방에 틀어박힌 채 게임만 했다.  친구 연락도 무시했다.  내가 뭘 잘못했는지 모르겠다.  애초에 걔들이 나랑 놀아줄 리가 없다.  나같은 애랑 친구하는 건 바보짓이지.  그냥 혼자 사는 게 편하다.  모든 게 내 잘못이다.  어차피 망했어.
",GEMINI,2,3,2,3,2,3
흑백 사고,"[여자/16세]
---
점심시간, 혜진이랑 수현이가 나를 빼고 웃으며 이야기하더라.  분명 나 욕하는 거야.  혜진이는 예전부터 날 싫어했고, 수현이는 혜진이 편이니까.  친구라고 생각했던 내가 어리석었어.  다들 나를 싫어하는 거겠지.  결국 혼자인 거야.
",GEMINI,2,2,3,3,3,3
개인화,"[여자/15세]
---
친구가 내 실수를 계속 떠올리며 험악하게 굴어.  내가 잘못했지만,  그렇게까지 몰아붙일 필요가 있을까?  내가 뭘 잘못했는지,  내 진심을 알아주지 않는다는 생각에 숨이 막혀.  다시는 친구랑 말 섞지 않을 거야.  모두 내 탓이야.
",GEMINI,2,2,2,2,3,3
흑백 사고,"[남자/18]
---
고3이 되면서 같은 반 친구들과 어울리지 못한다.  내가 먼저 다가가도 차갑게 대한다.  모두 나를 싫어하는 것 같다.  잘못한 것도 없는데 왜 이럴까.  내가 뭘 어떻게 해야 좋아질까.  아무도 날 좋아하지 않는다.  결국 혼자인 거다.
",GEMINI,3,3,2,2,3,3
개인화,"[여자/15세]
---
내가 실수로 민지 험담을 했는데, 소현이가 민지한테 말했대.  민지는 나랑 말도 안 하고, 엄청 화난 얼굴이었어.  내가 잘못했는데, 다 내 탓 같아.  아무도 날 이해 못할 거야.  앞으로 아무하고도 친하게 지내지 말아야겠어.
",GEMINI,2,3,2,3,3,3
개인화,"[여자/15세]
---
선생님 말씀은 항상 날 겨냥한 것 같아.  수업 중 내가 딴짓을 했다는 걸 알고 계신다는 듯이, 날 쏘아보시는 눈빛이 느껴져.  내가 뭘 잘못했는지 모르겠지만,  다른 애들은 괜찮은데 나만 혼나는 것 같아.  분명 내 탓일 거야.  나는 늘 문제야.
",GEMINI,2,3,2,3,3,3
성급한 판단,"[여자/14]
---
수업시간, 발표 준비를 안 했다고 선생님께 혼났다.  내가 뭘 잘못했을까. 분명히 친구 수진이가 나 돕겠다고 했는데, 믿었던 내가 바보 같다.  수진이는 나랑 놀기만 좋아하고, 진심으로 도와주는 게 아니었나 봐.  결국, 혼자 다 망친 거 같아.  다시는 아무도 믿지 않아야지.
",GEMINI,2,2,3,2,2,3
성급한 판단,"[여자/18세]
---
버스에서 그를 봤어. 괜히 인사했다가 이상하게 생각할까 봐 그냥 지나쳤다.  내가 먼저 다가가는 건 아닌 것 같아.  혹시 나 싫어하면 어쩌지?  괜히 찝찝하고 불안해.  내가 뭘 잘못한 걸까?  그냥 착각이었던 걸까?
",GEMINI,2,3,3,3,3,3
흑백 사고,"[남자/17세]
---
출석 체크가 늦어 또 혼났다.  망했다.  결석이 많으니  취업도 힘들고,  다른 학교 가도 마찬가지일 거야.  어차피 나는 뭘 해도 안 될 거야.  그냥 포기하는 게 나을까?
",GEMINI,2,3,2,2,3,3
