Cognitive Distortion,Generated Story,Generative Model,Gpt Consistency,Gpt Accuracy,Gpt Fluency,Gemini Consistency,Gemini Accuracy,Gemini Fluency
과잉 일반화,"[여자/15세]
---
어제부터 친구들이 내가 싸가지 없고 다혈질이라며 다른 친구들에게 놀지 말라고 하더라. 자신들의 여자친구를 험담했다는 이유라지만, 다들 그런 적이 있을 텐데 왜 나만 욕하는지 모르겠어. 이제 학교에서도 왕따당할 것 같아 전학을 고려하고 있어.",CLAUDE,3,3,3,3,2,3
과잉 일반화,"[여자/14세]
---
방학 끝났는데 친구들이 나랑 대화도 하지 않아. 작년엔 친했는데 이제 다 나를 피하는 것 같아. 나한테 관심이 없어진 걸까? 앞으로도 이런 식으로 소외될까 봐 걱정돼.",CLAUDE,2,3,3,2,3,3
개인화,"[여자/16세]
---
친구 a와 더 가깝게 지냈지만, 어느 날 갑자기 a가 나를 배신하고 내 뒤에서 거짓말을 퍼뜨려요. 이제 다른 친구들과도 점점 멀어지고 있어 정말 속상하네요. 이런 상황을 어떻게 해결할 수 있을까요?",CLAUDE,3,3,3,2,2,3
개인화,"[여자/15세]
---
우리 반에 두 팀이 있는데, 그 쪽 팀 친구들이 우리 팀 친구들을 꼬셔서 자기들 팀으로 끌고 갔어. 내가 그 친구들을 이용한 적은 없는데, 왜 그렇게 생각하는지 모르겠어. 나는 잘못한 게 없는데 탓만 받고 있어.",CLAUDE,3,3,2,2,2,2
'해야 한다' 진술,"[여자/16세]
---
내가 친구랑 싸우면 내가 먼저 사과해야 한다. 내 노트를 던져 버렸는데 친구가 다시 돌려주겠다고 했지만, 이제는 더는 기다릴 수 없어. 나는 잘못한 게 없는데 왜 내가 사과해야 하는 걸까?",CLAUDE,3,3,2,2,3,2
감정적 추론,"[여자/16세]
---
돈을 빌려준 친구가 날 도와주기는커녕 오히려 협박하고 욕설을 보내네. 완전 무서워! 친구라고 믿었는데 배신감도 들고 앞으로도 이런 일이 계속될 것 같아 걱정돼. 어떡하면 좋을까?",CLAUDE,3,3,3,2,3,3
과잉 일반화,"[여자/14세]
---
친구가 나를 싫어하는 것 같아요. 나는 항상 혼자 있고 아무도 나와 놀아주지 않아요. 선생님도 나를 신경 쓰지 않으시는 것 같아요. 앞으로도 이렇게 외로울 것 같아요.",CLAUDE,2,3,3,2,2,2
낙인찍기,"[여자/17세]
---
친구가 나를 욕했다. 나는 그냥 넘어가려 했지만, 그 친구가 다른 친구들에게도 나를 험담하는 것 같다. 모두가 나를 나쁘게 보는 것 같아 불안하다. 친구를 용서하고 싶지만, 다시 나를 배신할까 두렵다.",CLAUDE,2,3,3,2,2,3
낙인찍기,"[여자/15]
---
체육시간에 피구를 하던 중 그애가 날 괴롭히기 시작했어. 내가 맞을까봐 겁나 더이상 피구를 하지 못했어. 친구들도 저 애한테 놀림받을까봐 나를 도와주지 않았지. 앞으로도 언제나 이렇게 혼자 따돌림당할 것 같아.",CLAUDE,3,3,3,2,3,2
감정적 추론,"[여자/16세]
--- 
친구들이 여전히 날 무시하는 것 같아. 내가 잘못한 것도 있겠지만, 그들은 전혀 이해해주지 않는 것 같아. 내 마음을 헤아리기는커녕 쉽게 나를 외면하네. 어떻게 해야 그들의 마음을 얻을 수 있을까?",CLAUDE,2,2,3,2,2,3
과잉 일반화,"[여자/16세]
---
학교에 가면 아이들이 날 괴롭히고, 집에서도 부모님께 혼나요. 잘하는 게 없어 보이고 멍청하다고 생각해요. 이러다 언젠가는 정말 끝내야 할 것 같아요.",CLAUDE,3,3,2,2,2,2
낙인찍기,"[여자/16세]
---
내가 봤던 그 친구, 우리 모두가 싫어하던 그 친구가 정말 나쁜 애인 것 같아. 어떻게 저렇게 행동할 수 있는지 이해할 수가 없어. 다른 친구들도 다 그렇게 생각하니까 내가 혼자만 보인 건 아닌 것 같지만, 어떡하지?",CLAUDE,2,3,3,2,2,3
성급한 판단,"[여자/15]
---
상대방이 내 물건을 마음대로 쓰는데도 말하기 어렵다. 내가 말하면 오히려 친구를 잃을까봐 걱정된다. 이 상황에서 벗어날 수 있는 방법이 없어 보인다.",CLAUDE,3,2,3,3,2,2
감정적 추론,"[여자/18세]
---
왜 이런 일이 내게 일어나는 걸까? 오늘 아침 늦잠을 자서 학교에 가기 싫어졌어. 만약 결석하면 대학 입시에 문제가 생길까봐 걱정돼. 앞으로 어떻게 될지 모르겠어.",CLAUDE,3,3,3,2,3,3
확대와 축소,"[여자/15세]
---
아이유를 좋아하는 친구를 괜히 비난했어. 하지만 다른 애들이 나를 욕하고 배척하는 거 보면 난 정말 실망스러워. 이런 상황에서 나를 이해해주는 사람은 아무도 없는 것 같아. 혹시 내가 죽는 게 최선의 선택일까?",CLAUDE,2,2,2,2,2,2
개인화,"[여자/14세]
---
친구들이 날 피하고 무시하네. 내가 뭘 잘못했는지 모르겠지만, 분명 내 탓이겠지. 주변 친구들은 나를 불쌍히 여기는 것 같아 넌더리가 나. 이제 아무도 날 이해해주지 않는 것 같아 혼자인 것 같아.",CLAUDE,2,3,3,2,3,3
과잉 일반화,"[남자/15]
---
저에게 올려진 상처 주는 댓글들을 보면, 이제 어디에서든 나를 놀리고 괴롭힐 거라 생각합니다. 다른 사람들도 나를 싫어할 것 같아요. 이제 학교에 가기 싫고 친구들도 사귀기 싫어졌습니다.",CLAUDE,3,2,3,2,2,3
과잉 일반화,"[여자/15세]
---
그 친구가 다른 애들이랑 노는 걸 보면 나도 무시당한 것 같아. 매일 혼자 집에 가는 내 모습이 얼마나 외롭고 슬픈지 모르겠어. 그 친구는 날 배신한 거나 다름없어. 이제 그 친구와는 함께 있고 싶지 않아.",CLAUDE,2,3,3,2,2,3
개인화,"[여자/15세]
---
내가 하던 일을 해도 친구가 계속 의심하고 싶어 한다. 매번 나를 비난하고 나의 행동을 의심한다. 나는 이제 친구와 함께 있기가 싫어졌다.",CLAUDE,2,3,2,2,2,2
과잉 일반화,"[여자/16세]
---
왕따대신이야. 짝꿍이 나를 계속 때리고, 반 애들이 함께 놀지 않는다. 친구들도 날 놀리고 욕한다. 노래 부르다가 모두가 웃어서 너무 수치스러웠다. 어쩌면 내가 잘못된 게 아닐까?",CLAUDE,2,3,2,2,3,2
성급한 판단,"[여자/15세]
---
예빈이가 나와 대화하지 않으니 나는 자연스럽게 소외되고 있다. 그렇게 짧은 시간 만에 예빈이가 다른 사람들과 가까워졌다니, 이해할 수 없다. 나는 이미 예빈이와의 관계가 틀어져버린 것 같아 걱정된다.",CLAUDE,3,2,3,2,2,3
부정적 편향,"[여자/14세]
---
친구 지영이가 날 싫어하는 것 같아. 그녀의 행동이 이상하고 나를 피하는 것 같아. 다정이에게도 숨기는 게 있는 것 같은데, 나는 알 수 없어. 지영이가 무슨 일을 꾸미고 있는 게 아닐까 걱정돼.",CLAUDE,3,3,3,2,3,3
흑백 사고,"[여자/15세]
---
공부 열심히 했는데 시험 성적은 늘 기대에 못 미쳐. 선생님은 나를 포기하셨고 친구들도 멀어졌어. 아무도 날 믿어주지 않는 것 같아. 이렇게 혼자서 이 상황을 해결할 수는 없을 것 같아.",CLAUDE,2,2,3,2,2,3
감정적 추론,"[여자/15세]
---
제가 너무 소심해서 친구들이 저를 싫어하나 봐요. 학교에서 내 말을 들어주지 않고 배제하는 것 같아요. 어떻게 해야 내 성격을 고칠 수 있을까요?",CLAUDE,3,3,3,3,3,2
성급한 판단,"[여자/16세]
---
친구가 날 피하는 것 같아 걱정돼. 처음 알게 된 친구인데 최근 다른 친구랑만 다니는 것 같아. 나한테는 싫증난 것일까? 어쩌면 내 성격이 문제인 걸지도 모르겠어.",CLAUDE,3,3,3,2,2,3
개인화,"[여자/14세]
---
학교에 가기 싫어요. 다른 친구들은 저보다 예쁘고 재밌어 보이거든요. 아무도 저랑 노려고 하지 않아요. 그래서 집에만 있고 싶어요. 앞으로 남은 시간도 혼자서 보내야 할 것 같아요.",CLAUDE,2,2,3,2,2,2
감정적 추론,"[여자/15세]
---
사람들과 함께 있으면 늘 긴장되어요. 내가 하는 모든 것이 미안하고 남들에게 피해만 끼치는 것 같아 괴롭습니다. 어떻게 하면 떳떳해질 수 있을까요?",CLAUDE,3,3,3,3,3,3
과잉 일반화,"[여자/14세]
---
학교 다닐 때 시험 점수가 항상 낮았어요. 공부를 열심히 해도 결과는 변화가 없더라고요. 이제는 공부도 해볼 필요가 없을 것 같아요. 앞으로도 계속 이렇게 실패할 거라고 생각합니다.",CLAUDE,2,3,2,2,2,2
성급한 판단,"[여자/15세]
---
저는 친구가 자신의 과오를 인정하지 않는 것이 문제예요. 친구가 다른 친구에게 잘못했을 때도 사과하기를 거부하고, 오히려 저에게 화를 냅니다. 이런 태도 때문에 점점 친구와 멀어지고 있어요.",CLAUDE,3,2,3,2,2,3
감정적 추론,"[여자/15세]
---
내가 좋아하는 그 남자는 정말 날 좋아할까? 그래도 이제 와서 고백하면 차일까? 설마 안 좋아하는 건 아니겠지? 딱히 말도 안 하는데 틀림없이 좋아하진 않는 것 같아.",CLAUDE,3,3,2,2,3,2
성급한 판단,"[여자/15세]
---
학교에서 친구들이 나를 무시하는 거 같아요. 수업 시간에도 나에게 말을 걸지 않고, 쉬는 시간에도 뭉쳐서 노는데 저만 혼자 있어요. 점점 친구들이 저를 피하는 것 같아 마음이 아파요.",CLAUDE,2,2,3,2,2,3
흑백 사고,"[남자/18세]
---
집에만 있으니 시간만 허비하게 돼. 학교에 가서 공부하고 친구들과 어울리면 달라졌을지도 모르지만, 이제는 너무 늦어버린 것 같아. 어떤 노력을 해도 내가 다시 정상적인 학생이 될 수 있을까?",CLAUDE,3,2,3,2,2,2
흑백 사고,"[여자/16세]
---
친구들과 어울리기가 힘들어요. 어떤 친구는 저를 좋아하지만, 다른 친구는 나를 싫어해요. 싸움이 일어나면 친구들은 제 편이 되어줄지 모르겠어요. 모든 상황이 흑백으로 보이는 것 같아 걱정이에요.",CLAUDE,2,3,3,2,3,3
개인화,"[여자/15세]
---
친구가 실수로 머리가 엉켰지만, 그 친구는 내 핑계를 듣지 않고 계속 화를 냈어. 내가 잘못한 걸까? 왜 그렇게 나한테 화를 내는 거지? 이젠 그 친구와 어울리기 싫어.",CLAUDE,2,3,2,2,2,2
흑백 사고,"[여자/17세]
---
매일 학교에서 누군가 쟤는 왜 저래 하면서 나를 무시해. 친구들도 나랑 어울리기 싫어하는 것 같아. 이러다 내년에 고3이 되면 정말 힘들 것 같아. 그냥 혼자 살아가는 게 나을지도 모르겠어.",CLAUDE,2,3,3,2,3,2
개인화,"[여자/15세]
---
뒷담화를 해서 친구가 화났어. 내가 한 게 아닌데 혼이 나는 것 같아. 친구가 날 싫어하는 것 같아서 우울해. 어떻게 해야 할지 모르겠어.",CLAUDE,2,3,3,2,2,2
개인화,"[여자/15세]
---
다른 반 친구들에게 우리 반이 문제아라고 말했다가 들켰어. 선생님들도 우리 반을 포기하셨다는데, 이제 다른 반 친구들에게까지 이러한 소문이 퍼져 버렸네. 앞으로 선생님들께서도 우리를 더 싫어하실 것 같아 걱정이야.",CLAUDE,3,3,3,2,3,3
성급한 판단,"[여자/14세]
---
새 학기 첫날, 내 친구가 또 다른 친구들과 앞서 가는 걸 보니 화가 났어. 친구가 날 무시하는 것 같고, 나를 버릴까봐 걱정돼. 다음에 이런 일이 생기면 솔직하게 말해볼까?",CLAUDE,2,2,3,2,2,2
성급한 판단,"[여자/16세]
---
몇 달 전 우연히 보았던 그 남자가 다시 버스에 타오자, 이대로 인사하면 그가 나를 이상한 사람으로 보진 않을까 걱정된다. 그저 그의 얼굴을 보는 것만으로도 좋지만, 정말 그와 친구가 될 수 있을까?",CLAUDE,3,3,3,2,2,3
흑백 사고,"[여자/17세]
---
공부도 못하고 출석도 안 좋아. 이제 어떡하지? 공고 다니는 게 
완전 잘못된 선택 같아. 다른 학교로 옮겨도 여전히 실패할 것 
같아. 앞으로 어떻게 살아야 할지 모르겠어.",CLAUDE,2,3,3,2,3,2
감정적 추론,"[여자/16세]
---
친구들이 계속 나를 놀래킵니다. 아무리 말해도 듣지 않아요. 나는 언제 심장이 멎을지 모르겠어요. 선생님께 이야기해야 할까요? 하지만 어떻게 말씀드려야 할지 모르겠어요. 아직 너무 어리고 약한 것 같아요.",CLAUDE,3,3,3,2,2,3
성급한 판단,"[여자/15세]
---
학교에서 아이들이 저를 무시해요. 친구들은 저에게 관심도 없고, 필요할 때만 다가오더라고요. 저 혼자만 소외된 것 같아 너무 속상해요. 제가 뭘 잘못했나요? 친구들이 왜 이렇게 하는지 이해할 수가 없어요.",CLAUDE,3,2,3,2,2,3
성급한 판단,"[여자/16세]
---
친구가 문자로 자꾸 묻는데 대답을 아무렇게나 하는 걸 보면 나를 싫어하나 봐. 어쩔까, 아마 귀찮아서 그런가? 그냥 대답하지 않는 게 편할 거야.",CLAUDE,2,2,3,2,2,2
흑백 사고,"[여자/14세]
---
항상 주위 눈길이 두려워 나는 말을 잘 못해요. 집에선 말이 많지만 학교에서는 말도 잘 못 걸어요. 친구들이 나를 외톨이라고 취급하는데, 나는 늘 당당해지고 싶지만 그게 쉽지 않아요.",CLAUDE,3,3,3,3,3,2
성급한 판단,"[남자/16세]
---
누가 내 속마음을 알겠어. 저 애가 계속 나를 짓밟아. 내가 덩치만 크지 실제로는 약해서 누구든 저렇게 대하는 거 같아. 결국 나는 혼자 싸워야 해.",CLAUDE,2,2,2,2,2,2
과잉 일반화,"[여자/15세]
---
제가 친구들에게 먼저 다가가지만, 그들은 저를 무시하고 장난치기만 합니다. 진정한 친구가 없어 외롭고, 어떤 이야기로 대화를 이어나가야 할지 모르겠습니다. 친구를 만드는 법과 대처 방법을 알려주세요.",CLAUDE,3,3,3,3,2,2
과잉 일반화,"[여자/16세]
---
그 싸가지 애가 또 다른 친구들과 잘 어울리는 걸 보니 너무 짜증 나. 다들 그런 애랑 친해지니 나만 소외된 것 같아. 졸업사진에서도 나만 따돌림 당했네. 이런 일이 계속되면 어쩌나, 모두가 나를 미워하는 것 같아.",CLAUDE,2,3,2,2,3,2
과잉 일반화,"[여자/15세]
---
아무리 노력해도 친구를 사귈 수 없어. 전학온 이후 모두가 나를 싫어하는 것 같아. 이상한 눈초리로 보고 말투마저 달라졌어. 혼자 고민만 늘어가는 것 같아 무력하다.",CLAUDE,3,3,3,2,3,3
과잉 일반화,"[여자/15]
---
학교 생활이 힘들어 무단결석이 잦아졌다. 친구들과도 멀어졌고 선생님들에게 찍혀 더 힘들어졌다. 전학이나 자퇴를 고민했지만 부모님께서 허락하지 않으셔서 답답하다. 앞으로도 이런 상황이 계속될 것 같아 절망적이다.",CLAUDE,3,3,3,2,3,3
감정적 추론,"[여자/16세]
---
늘 친구가 나에게 친절하지만, 그 친구가 조금이라도 달리 행동하면 무서워지고 불안해진다. 친구에게 화내다 그만큼 다시 사과받기를 바라지만, 이런 감정들이 계속된다.",CLAUDE,2,3,2,2,3,2
성급한 판단,"[여자/15세]
---
친구가 계속 나를 피하는 것 같아. 저번에 크게 싸웠는데 화해했다고 생각했는데, 연락하면 냉랭한 반응만 받는다. 내가 무슨 일을 잘못한 걸까? 날 싫어하는 걸까?",CLAUDE,3,3,3,3,2,3
감정적 추론,"[남자/16세]
---
저는 그 여자애가 저를 무시할까봐 걱정돼요. 솔직히 말하면 부담스러워질 것 같아요. 그래서 그냥 숨겨두고 있어요. 어떻게든 점점 친해지려고 노력하고 있지만, 언젠가 들킬까봐 걱정되네요.",CLAUDE,3,3,3,2,3,3
과잉 일반화,"[여자/15세]
---
우리 반 애들이 대부분 나를 싫어하는 것 같아. 말투 때문이라는데, 나는 그냥 어색한 애들과 말을 많이 하지 않을 뿐인데. 행동 하나하나 조심해야 할 정도로 모두가 나를 싫어하는 것 같아 힘들어.",CLAUDE,3,3,3,3,3,3
성급한 판단,"[여자/15세]
---
친구가 내 뒤에서 무슨 얘기를 하는지 모르겠어. 분명 그 애가 나한테 숨기는 게 있는 거 같아. 다른 친구에게만 말하는 게 보니 나는 신뢰받지 못하는 것 같아 화가 나.",CLAUDE,3,2,2,2,2,3
과잉 일반화,"[여자/16세]
---
제가 뒷담을 쳐서 친구를 잃었어요. 몇 번이나 화해하려 했지만 그 친구는 거절했죠. 이젠 우리 학교 친구들이 제가 나쁘다고 말하더라고요. 이런 일은 앞으로도 계속 생길 것 같아요.",CLAUDE,2,3,3,2,2,3
