Cognitive Distortion,Generated Story,Generative Model,Gpt Consistency,Gpt Accuracy,Gpt Fluency,Claude Consistency,Claude Accuracy,Claude Fluency
흑백 사고,"[남자/17세]
---
예전엔 재밌었는데, 어떤 일 이후로 걔랑 있으면 불편해.  다시 친해지고 싶은데,  아니면 우리는 영원히 어색한 사이인 거야.  둘 중 하나일 거야.  다시는 예전처럼 될 수 없을 것 같아.
",Gemini,2,2,3,3,3,3
흑백 사고,"[여자/15세]
---
내가 잘못했어.  친구 다이어리에 남자애들을 초대한 게.  이젠 완전히 끝이야.  4년 친구였는데,  내 잘못 하나로 모든 게 무너졌어.  미안하다고 해도 소용없어.  우린 다시는 친구가 될 수 없어.  망했어.  완전히 망했어.
",Gemini,2,3,3,2,3,2
흑백 사고,"[여자/15세]
---
걔는 내가 싫다고 했지만, 사실은 친구가 되고 싶었어.  하지만 걔는 나를 무시했고, 이젠 아예 말도 안 걸어.  내가 잘못한 건가?  아니면 걔가 나쁜 건가?  어느 쪽이든, 친구는 없을 거야.  완전 혼자인 거지.
",Gemini,2,3,3,2,2,2
흑백 사고,"[여자/18]
---
시험 결과가 나왔다. 80점.  잘 본 건가? 아니, 절망이다.  100점이 아니면 실패다.  내 인생은 끝장났다.  대학은 물 건너갔다.  모든 게 망했어.  다시는 행복할 수 없어.
",Gemini,2,3,2,2,3,2
흑백 사고,"[여자/17세]
---
친구가 힘들다던데… 연락도 안 되고.  죽는다는 말에 덜컥 겁이 났어.  살 거면 살고, 죽을 거면 죽지.  중간은 없잖아.  내가 도울 수 없는 거면, 그냥 그런 거야.  아무것도 아닌 거지.
",Gemini,2,3,2,2,2,2
흑백 사고,"[남자/18세]
---
면접 준비를 끝냈다.  잘하면 합격, 못하면 인생 망치는 거다.  자기소개 연습도 엉망이었다.  완벽해야 하는데,  실수하면 절대 용서받지 못할 거다.  결국, 나는 실패할 것이다.  다른 건 아무것도 중요하지 않다.  합격 아니면 끝이다.
",Gemini,2,3,2,2,3,2
흑백 사고,"[여자/15]
---
수학 숙제를 봤어.  다 맞았거나, 틀렸거나.  중간은 없어.  한 문제 틀렸다고?  그럼 난 완전히 실패한 거야.  다음 시험도 망칠 거고,  내 인생도 망했어.  절망적이야.
",Gemini,2,2,2,2,2,2
흑백 사고,"[여자/17세]
---
짝사랑하는 선배의 절친이 나를 좋아한다고 고백했어.  선배의 마음을 알려주겠다며, 사귀면 알려주고, 아니면 안 알려준대.  그런데 사귀면 선배와 내 관계는 끝장이고, 차면 그냥 아무것도 아닌 채로 남는 거잖아.  어느 쪽이든 끔찍해.  나는 절망에 빠졌어.
",Gemini,2,3,3,2,3,3
흑백 사고,"[남자/17세]
---
소희가 웃었어. 내가 웃긴 얘길 했나? 아닌데. 그럼 왜 웃지?  내가 싫어서 비웃은 걸까? 아니면… 다른 남자애랑 있을 때도 저렇게 웃을까?  소희는 날 좋아하지 않아. 확실해.  고백은 무리야.  망할 거야.
",Gemini,2,2,3,2,3,2
흑백 사고,"[남자/15]
---
시험 성적이 90점이 안 나왔다.  망했어.  전교 1등 아니면 아무것도 아닌 거야.  다른 건 아무 의미 없어.  내 인생은 끝장났어.  앞으로 아무것도 잘 될 리 없어.  그냥 포기해야겠어.
",Gemini,2,3,2,2,3,2
흑백 사고,"[여자/15]
---
걔는 내 생일선물을 계속 요구해.  안 주면 친구 아닌 거야?  내가 뭘 잘못했길래?  몇만 원짜리 화장품을,  자기는 안 사주면서!  주면 친구, 안 주면 끝.  그래,  나 혼자 남는 거야.  이게 다 내 잘못이야.
",Gemini,3,3,2,2,3,2
흑백 사고,"[남자/17세]
---
수학, 과학 성적이 좋지 않으면 대학 진학은 물 건너간 거고,  좋은 직업도 없을 거야.  결국 실패자야.  내가 아무리 노력해도 결과가 좋지 않으면, 난 아무것도 아닌 존재가 되는 거고.
",Gemini,2,3,2,2,3,2
흑백 사고,"[여자/19]
---
학교 퇴학 당했어.  부모님은 아무렇지도 않고, 친구도 세 명 뿐이야.  세상 끝인가 봐.  아무도 날 이해 못 해.  이젠 뭘 해도 소용없어.  완전히 망했어.  다 내 잘못이야.
",Gemini,2,3,3,2,3,2
흑백 사고,"[남자/18세]
---
아버지의 폭발적인 화는 내 성적표와 같다.  잘하면 칭찬이고, 못하면 낙제다.  중간은 없다.  이번에도 성적이 좋지 않으니, 나는 완전히 실패한 아들이다.  다른 건 아무것도 중요하지 않다.  나는 망했다.
",Gemini,3,3,3,3,3,3
흑백 사고,"[여자/15세]
---
친구가 울먹이며 고민을 말했어.  내가 위로해줬지만, 왠지 모르게 다 부질없는 것 같았어.  제대로 위로하지 못하면  난 최악의 친구야.  그냥,  내가 아무것도 못하는 무능한 사람인거 같아.  다 망했어.
",Gemini,3,3,3,3,3,2
흑백 사고,"[여자/17]
---
전학 갈 학교는 너무 멀어.  결국 전학을 못 가거나, 집에서 너무 힘들거나, 둘 중 하나야.  가족 전체가 이사를 해야만 해.  아니면 나는 그냥 망하는 거고.  다른 방법은 없어.  전학은 절대 불가능해.  나는 이 학교에 갇힌 거야.
",Gemini,2,3,2,2,3,2
흑백 사고,"[여자/18]
---
내신 3등급 초반?  여주대도 못 갈 거야.  비즈니스 영어과? 관광 영어과?  둘 다 안 될 거야.  대학 포기해야겠지.  나는 완전히 실패한 거야.  다 끝났어.
",Gemini,1,3,2,2,3,2
흑백 사고,"[여자/18]
---
수능 성적이 나왔다.  국어는 잘 봤지만 수학이 망했다.  결국 원하는 대학은 포기해야 한다.  심리학과는 꿈도 못 꾸고,  취업 잘 되는 유아교육과도 이젠 의미가 없다.  모든 게 끝장이다. 나는 실패자다.
",Gemini,2,2,2,2,3,2
흑백 사고,"[여자/16세]
---
크리스마스 파티?  망했어.  재밌는 계획이 없으니 완전 실패할 거야.  선물 교환은 지겹고,  다른 건 생각도 안 나.  친구들이 실망할 테고,  나만 재미없는 파티를 준비한 쓸모없는 애가 될 거야.  결국 망칠 거라고.
",Gemini,2,3,2,2,3,2
흑백 사고,"[남자/18]
---
발표 준비를 하나도 안 했어.  망했어. 완전 망신이야.  잘할 수 있을 거라고 생각했는데,  결국 아무것도 못 했어.  내 인생 최악의 순간이야.  다 끝났어.  나는 실패자야.
",Gemini,2,2,3,2,2,2
흑백 사고,"[남자/14세]
---
시험 성적이 망했어.  전부 낙제라니,  나는 완전 실패한 인생이야.  다른 과목도 다 망칠 거 같아.  이제 아무것도 할 수 없어.  내 인생은 끝장이야.
",Gemini,1,2,2,2,2,2
흑백 사고,"[여자/17]
---
엄마는 내 편이 아니야. 야자는 절대 안 된대.  집에서 공부?  TV 소리에 집중이 될 리 없잖아.  도서관?  말도 안 돼.  결국, 나는 아무것도 할 수 없어.  망했어. 완전히.
",Gemini,3,3,3,3,3,2
흑백 사고,"[여자/17]
---
진로상담에서 세 가지 직업 중 하나만 골라야 한다니, 끔찍해.  안경사? 물리치료사? 사회복지사?  하나만 선택하면 나머지는 완전히 포기하는 거나 마찬가지야.  모두 마음에 드는데 어떻게 하나만 고르지?  결정 못하면 실패자일 거야.
",Gemini,2,3,3,2,3,3
흑백 사고,"[여자/16세]
---
친구가 나랑 말 안 해. 내가 뭘 잘못했는지 모르겠어.  완전히 무시하는 거야.  다들 나 싫어하는 걸까?  내 인생 망했어. 친구도 없고, 아무것도 없어.  모든 게 끝났어.  숨 막혀.
",Gemini,2,2,3,2,2,2
흑백 사고,"[남자/14세]
---
선생님이 칭찬했지만, 내 그림은 형편없다.  잘 그리는 애들은 모두 타고났고, 난 노력해도 소용없다.  결국 미술은 포기해야겠어.  내 인생은 망했어.
",Gemini,1,2,2,2,2,2
흑백 사고,"[여자/16세]
---
새 남자친구 생겼는데, 전화 엄청 해.  받으면 엄청 좋아하고, 안 받으면 삐져.  내가 전화 싫어하는데,  계속하면 헤어져야 하나?  그럼 걔는 완전 나쁜 애고, 나는 혼자가 되는 거고.  싫어.  모 아니면 도인가 봐.
",Gemini,2,3,3,2,3,2
흑백 사고,"[남자/15세]
---
엄마는 내가 배우가 되는 걸 절대 허락하지 않으실 거야.  학원도 안 보내주시고, 공부만 하라고 하시니,  뮤지컬 배우는 내 꿈이 아니게 된 거야.  나는 완전히 실패할 거고, 평생 후회할 거야.  아무것도 안 될 거야.
",Gemini,2,3,3,2,3,2
흑백 사고,"[남자/17세]
---
걔네가 날 좋아하는 건지, 갖고 노는 건지 모르겠다.  웃으면서 인사하고, 내 이름 부르고.  소풍 때 과자 얻어먹었더니, 인기 많다고 놀리고.  단순한 장난일까? 아니면 진짜 좋아하는 걸까?  아니, 아마 장난일 거야.  모 아니면 도니까.  내가 인기 많은 게 아니면 뭐겠어?
",Gemini,3,3,3,2,2,2
흑백 사고,"[여자/17세]
---
친구가 나랑 말 안 해.  내가 뭘 잘못했는지 모르겠어.  아무도 날 좋아하지 않아.  모두 나를 싫어하는 거야.  완전히 혼자인 거지.  학교도 가기 싫어.  죽고 싶어.  이 세상에 혼자 남겨진 기분이야.  다 끝났어.
",Gemini,2,2,2,2,2,2
흑백 사고,"[여자/16세]
---
시험을 망쳤다.  모든 게 끝장이다.  다른 과목도 망칠 거고,  결국엔 자퇴할 거야.  내 인생은 완전히 실패야.  숨이 턱 막히고,  심장이 쿵쾅거린다.  다시는 숨을 쉴 수 없을 것 같아.
",Gemini,2,3,3,3,3,2
흑백 사고,"[여자/17세]
---
바리스타가 되고 싶다고 엄마에게 말했더니,  ""그냥 자격증 따면 되는 거 아니야? 대학 안 나와도 돼?""라고 화를 내셨다.  결국 꿈은 포기해야만 하는 걸까?  내가 바리스타가 못 된다면 인생은 실패하는 거다.
",Gemini,2,3,2,2,3,2
흑백 사고,"[여자/17]
---
미술 수행평가 결과가 나왔다.  만점이 아니면 실패, 낙제라는 생각뿐이다.  칭찬은 무시하고, 낮은 점수만 머릿속에 가득하다.  결국 나는 그림을 못 그리는 사람이다.  웹툰 작가? 일러스트레이터?  꿈은 이제 끝났다.
",Gemini,2,3,3,2,3,3
흑백 사고,"[남자/18]
---
담배도 끊었고, 공부도 열심히 하는데 왜 이렇게 불안할까.  친구들이랑 웃고 떠들어도 속으론 텅 비었어. 잘하고 있는 건지, 아닌 건지 모르겠어.  결국엔 실패할 거야.  내 노력은 아무 의미 없어.  모든 게 다 헛수고일 뿐이야.
",Gemini,2,3,3,2,2,2
흑백 사고,"[여자/18]
---
친구들이 날 피하는 것 같아.  완전히 혼자가 된 기분이야.  아니면 아예 나를 싫어하는 거겠지.  잘 지내던 친구들도 멀어지고, 새 친구는 못 사귀겠어.  학교가 지옥 같아.  집에 가고 싶어.  다 끝장났어.
",Gemini,2,3,3,2,3,2
흑백 사고,"[여자/15]
---
부산 고등학교?  가능하면 좋겠지만, 안 되면 끝장이야.  내 꿈은 부산에서 공부하는 건데, 다른 지역에서 살면서 통학은 불가능해.  친구도 모른다는데,  그럼 내 꿈은 물거품인 거고,  난 아무것도 아닌 거야.  어떻게 해야 할까? 절망적이야.
",Gemini,2,3,2,2,3,2
흑백 사고,"[남자/14]
---
쉬는 시간, 친구 태훈이 장난으로 민준이를 놀렸어. 민준이가 화나서 쫓아갔는데,  태훈이 다쳤대.  장난이었는데 큰 사고가 났어.  결국,  모두 잘못했어.  내가 핸드폰만 보고 있었으니, 나는 나쁜 친구야.  모든 게 엉망이야.
",Gemini,2,2,2,2,3,2
흑백 사고,"[남자/14]
---
시험 점수가 80점이 안 되면 나는 완전히 실패한 거야.  최고의 고등학교, 최고의 대학에 가야만 파일럿이 될 수 있고, 그렇지 않으면 꿈은 끝이야.  80점이 넘지 않으면 다 무너질 거 같아.  나는 절대 평범한 사람이 될 수 없어.
",Gemini,2,3,3,2,3,2
흑백 사고,"[여자/18]
---
상담 관련 책을 읽다 멈췄다.  내가 상담사가 된다면, 모든 고민을 해결해 줄 수 있을까?  아니면,  나는  완벽하게 도와주지 못하고 친구들을 실망시킬까?  잘 해낼 수 있을지,  아니면  완전히 실패할지,  두려움뿐이다.  모 아니면 도다.
",Gemini,2,3,3,2,3,3
흑백 사고,"[남자/17세]
---
고등학교 2학년인 나는 경찰이 되고 싶다.  하지만  내 성적으론 불가능해.  합격하거나 낙방하거나 둘 중 하나일 거야.  결국 경찰은 꿈도 못 꿀 거라는 생각뿐이다.  나는 완전히 실패할 거야.
",Gemini,2,3,2,2,2,2
흑백 사고,"[남자/14세]
---
방송부 활동?  망했어.  내 영상은 재미없고, 모두 나를 무시할 거야.  요리사도 실패했고, 이것도 실패하면 난 아무것도 아닌 존재야.  다른 길은 없어.  나는 실패자야.
",Gemini,2,3,2,2,2,2
흑백 사고,"[여자/14]
---
엄마가 ""설거지 좀 도와줘""라고 했는데, 난 방 청소를 하고 있었다.  엄마는 내가 듣지 못했다고 화를 냈다.  결국, 난 아예 아무것도 안 하는 게 나았던 거야.  내가 뭘 해도 칭찬은 없고, 꾸중만 들어.  나는 아무짝에도 쓸모없는 아이야.
",Gemini,2,2,2,2,3,2
흑백 사고,"[여자/16세]
---
걔랑 싸웠어. 내가 전화 안 했는데 걔는 했다고 우겨.  거짓말쟁이야.  내가 실망했다는 말에 완전 끝인가 봐.  친구도 아니고, 적도 아니고, 그냥 끝인가 봐.  다 내 잘못인가?  망했어.  모든 게 다 엉망이야.
",Gemini,2,3,3,2,3,2
흑백 사고,"[여자/17세]
---
친구는 내게 기대고, 난 늘 친구에게 휘둘린다.  내 집이 아니면 어디에도 갈 곳 없는 친구.  내가 도와주지 않으면 친구는 길거리에 나앉는다.  그러니 내가 도와야만 해.  하지만 이렇게 계속되는 건,  내가 착취당하는 것 같다.  도와주지 않으면 나쁜 사람이 되고, 도와주면 계속 착취당하는,  모 아니면 도의 상황이다.
",Gemini,3,3,3,2,3,3
흑백 사고,"[여자/17세]
---
알바비를 안 주는 사장은 악마야.  계약서도 없이 일했으니 내 노력은 아무것도 아니고, 돈도 못 받고, 그냥 바보처럼 이용당한 거야.  모든 게 끝장이야.
",Gemini,2,3,2,2,3,2
흑백 사고,"[여자/15세]
---
빌린 돈, 안 갚아.  돌려달라 했지만 무시당했어.  친구? 이젠 아냐.  내가 착각했어.  다신 믿을 수 없어.  10만원, 나에겐 큰돈인데.  모두 잃은 기분이야.  망했어. 완전히.
",Gemini,3,3,2,2,3,2
흑백 사고,"[여자/16세]
---
방 청소하다 엄마한테 칭찬받았지만,  내가 뭘 잘했다고 생각하지 않는다.  결국 엄마는 내가 깨끗하게 안 한다고 생각하는 거겠지.  나는 항상 부족해.  다른 애들은 엄마한테 칭찬 엄청 받던데.  나는 아무것도 잘하는 게 없어.  모든 게 다 쓸모없어.
",Gemini,2,2,2,2,3,2
흑백 사고,"[여자/17세]
---
미술대학 진학?  꿈은 컸지만, 실력이 부족해.  합격이냐 낙방이냐,  둘 중 하나일 뿐이야.  합격 못하면 인생 끝장이야.  그림 실력이 부족한 건 내 잘못이고, 나는 실패자야.  미대는 포기해야 해. 다른 길은 없어.
",Gemini,2,3,2,2,3,2
흑백 사고,"[여자/15]
---
서울 전학?  겨울방학엔 안 된대.  그럼 고등학교 가서 친구 없이 혼자 시작해야 해.  망했어.  새 학교, 새 친구… 아무것도 잘 안 될 거야.  다시 지방으로 돌아가고 싶어.  완전히 망한 거야.
",Gemini,2,3,2,2,3,2
흑백 사고,"[남자/17세]
---
시험 망쳤다.  모든 게 끝장났다.  대학도 못 갈 거고, 인생도 망칠 거다.  친구들도 나를 비웃을 거고, 아무도 날 좋아하지 않을 거야.  살아갈 가치가 없어.  그냥 죽는 게 나아.
",Gemini,2,2,2,2,2,2
흑백 사고,"[남자/15]
---
시험 성적이 90점이 안 되면 나는 실패한 거야.  89점이라니,  모든 노력이 헛수고였어. 친구들이 나를 놀릴 거고,  선생님도 실망하시겠지.  나는 아무것도 할 수 없는 존재야.
",Gemini,2,3,3,2,3,2
흑백 사고,"[여자/15]
---
엄마 아빠 싸움 소리가 너무 커.  내 방까지 들려.  매일 싸우는 것 같아.  오늘도 엄청 크게 싸웠어.  잘 될 리가 없어.  우리 가족은 행복할 수 없어.  완전히 끝장이야.  이젠 아무것도 좋지 않아.
",Gemini,2,3,2,2,3,2
흑백 사고,"[여자/16]
---
목소리가 맘에 안 들어.  내 목소리가 싫어서 친구들이 나랑 말하기 싫어할 거야.  아예 내 목소리가 남자 같다거나 여자 같다면 괜찮을 텐데.  애매한 게 더 싫어.  내 목소리가 문제야.  다 내 잘못이야.  결국 아무도 날 좋아하지 않을 거야.
",Gemini,2,3,3,2,3,2
