Cognitive Distortion,Generated Story,Generative Model,Claude Consistency,Claude Accuracy,Claude Fluency,Gemini Consistency,Gemini Accuracy,Gemini Fluency
개인화,"[여자/16세]  
---  
수업 끝나고 친구들과 이야기를 나누는데, 소연이 갑자기 다른 친구들과 더 웃고 떠들더라. 나는 그동안 쌓아온 친분이 무시당한 느낌이 들어서 속상해. 내가 뭘 잘못한 걸까?",GPT,2,3,2,2,2,3
'해야 한다' 진술,"[여자/15세]  
---  
친구가 제 일기를 찢어버리겠다고 했어요. 제가 사과하면 다시 줘야 한다고 하는데, 늘 제가 먼저 사과해야 할 것 같아서 너무 억울해요. 이제는 혼자 너무 힘들어요.",GPT,3,3,2,2,2,3
감정적 추론,"[여자/15세]  
---  
내가 빌려주기로 했던 돈, 까먹고 안 줘서 친구가 날 협박해. 그 후로 친구들 앞에서도 무섭고, 욕설 문자가 오니까 정신이 없어요. 도와줄 사람도 없고 정말 힘들어.",GPT,3,3,2,3,3,2
과잉 일반화,"[여자/15]  
---  
자주 따돌림을 당해서 친구가 없어요. 인기 있는 여학생이 저를 괴롭히는데, 누구도 저를 도와주지 않아요. 매번 혼자 앉아 있는 게 익숙해졌고, 이제는 회복할 방법이 없는 것 같아요.",GPT,2,3,2,2,3,3
낙인찍기,"[여자/16세]  
---  
학교에서 친구 블로그에 치마 사진을 보고 댓글을 남겼는데, 불쾌하게 받아들여져 싸움이 벌어졌어요. 그래서 이제는 얘기할 수 없을 것 같고, 뒷담화도 걱정돼요. 어떻게 하면 화해할 수 있을까요?",GPT,2,2,2,2,2,2
낙인찍기,"[남자/15]  
---  
친구들 사이에서 제가 항상 놀림받는 느낌입니다. 운동장에서 농구를 할 때도, 그 애들이 시비를 걸며 저를 무시해요. 뭘 해도 따돌림 당하는 기분이 드는 건 정말 힘듭니다.",GPT,3,3,3,2,3,3
감정적 추론,"[여자/15세]  
---  
어제 저녁, 내가 진실을 숨겼던 걸 친구들에게 털어놓았어. 그런데 그들은 나를 믿지 못할 것 같아. 나를 실망시킨 것 같아 화가 풀릴 기미가 안 보여서 괴로워. 어떻게 해야 할지 모르겠어.",GPT,3,3,2,2,3,3
과잉 일반화,"[여자/16세]  
---  
부모님과 계속 싸우고, 친구들은 내 기분을 이해하지 못해요. 주변에서 나만 혼자라고 느껴져요. 모든 게 내 잘못인 것 같고, 공부도 따르지 못해 완전히 실패한 사람 같아요. 더 이상 버틸 수 없어요.",GPT,2,3,2,2,2,3
낙인찍기,"[여자/15]  
---  
수업 중에 친구가 만든 카드가 자주 사라져요. 누가 훔쳐가는 건지 의심이 드는데, 나를 좋아하지 않는 친구들이라 그런가 싶고, 갈수록 불안해져요. 정말 믿을 수 있는 사람이 있을까요?",GPT,2,2,2,2,2,2
성급한 판단,"[여자/15세]  
---  
학원에서 친구가 내 필기를 자꾸 보더니, 나중에는 내 노트를 빼앗아 쓰더라고. 너무 화가 나지만, 나 혼자서는 대화할 친구가 없으니 그걸 끝내고 싶어도 방법이 없어.",GPT,2,3,3,2,2,2
감정적 추론,"[여자/18]  
---

고3인데, 오늘 취미 활동으로 약속이 있었는데 늦잠 자버렸어. 만약 못 가면 친구들이 나를 잊을까 걱정이 들어. 한 번이라도 빠지면 관계가 소원해질 것 같아, 정말 불안해.",GPT,2,3,3,2,2,2
확대와 축소,"[여자/16]  
---  
친구와의 카톡에서 내가 한 농담이 잘못 전달됐어요. 친구들이 나에 대해 이렇게 말하고 있으니, 모두가 나를 싫어할 것 같아 무기력해요. 어떻게든 이 상황을 피해야 할 것 같아요.",GPT,2,3,2,2,2,3
개인화,"[여자/14세]  
---  
학교 복도로 나가는데, 친구들이 그룹 지어 나를 피해 지나간다. 계속해서 나를 겨냥한 조롱이 들린다. 고개를 숙이고 말없이 지나쳐야만 한다. 내가 뭘 잘못했는지 모르겠다. 너무 외롭다.",GPT,2,2,2,2,3,3
과잉 일반화,"[남자/15]  
---  
친구들이 내 카톡을 가지고 놀리고, 엽사까지 올려 욕하는 걸 보니 난 정말 못생겼나 싶다. 다들 나를 조롱하는 것 같아 마음이 아프고, 이게 진짜 학교폭력인지 고민이 많다.",GPT,3,2,2,2,2,3
과잉 일반화,"[여자/15세]  
---  
단톡방에 초대받지 못하고, 친구들이 다른 애들과만 놀러 다닐 때마다 그런 생각이 들어. 나라는 존재가 없는 것 같고, 나도 이제 무시당하는 구나 싶어. 진짜 친구가 맞는걸까?",GPT,2,3,2,2,3,2
개인화,"[여자/15세]  
---  
친한 친구와의 사이가 멀어졌어요. 그녀가 사랑하는 남자와 깊어지는 관계 때문에 자꾸 나를 의심해요. 내가 뭘 잘못했나? 다시 예전처럼 가까워질 수 있을지 정말 걱정이에요.",GPT,3,3,3,2,2,3
과잉 일반화,"[여자/15세]  
---  
체육 시간에 나만 혼자 남겨졌어요. 공도 자꾸 나를 맞추고, ""왜 시합을 못해?""라는 소리가 들려왔죠. 다들 나를 이상하게 보는 것 같아요. 내가 이렇게 잘못하고 있는 건가요?",GPT,2,3,2,2,3,2
성급한 판단,"[여자/15]  
---  
예빈이와 방과 후 같이 놀고 싶었는데, 갑자기 저한테 ""답답해""라며 둘이만 가자고 하더라고요. 전 왜 그런지 모르겠고, 괜히 혼자 남겨진 기분이 들어서 정말 속상해요.",GPT,2,2,2,2,2,3
부정적 편향,"[여자/14]  
---  
어제 집에서 숙제를 하다 보니, 자꾸 다정이가 나에 대해 이야기하는 걸 들었어요. 지영이가 얘기하길 좋아하니, 내 존재가 전혀 중요하지 않은 것처럼 느껴져요. 무엇이 잘못된 걸까요?",GPT,2,2,2,2,2,2
흑백 사고,"[여자/16]  
---  
친구가 나랑 멀어졌어. 처음엔 정말 친했는데, 이제는 나를 무시하고 친구도 하지 말자고 하더라. 내가 왜 이렇게 싫은지 모르겠고, 혼내줄 방법도 생각 안 나. 그냥 속상해.",GPT,2,3,3,2,3,3
감정적 추론,"[여자/15세]  
---  
수업 시간에 조용히 있자니 친구들이 나를 쳐다보는 것 같아요. 내가 소심한 탓에 대화가 잘 안 되고, 그게 또 싫다고 하더라고요. 그러니 내가 더 소외된 느낌이에요. 어떻게 해야 할까요?",GPT,3,3,3,3,3,3
성급한 판단,"[여자/17]  
---  
4교시 수업 후, 소연이와 점심 먹으려 했는데, 그녀가 A와만 함께 있는 것을 보았어요. 점점 저를 피하는 것 같고, 이제는 저를 더 이상 좋아하지 않는 것 같아 슬퍼요. 어떻게 다시 친해질 수 있을까요?",GPT,2,3,2,2,2,2
개인화,"[여자/15세]  
---  
점심시간에 혼자 남아있는 게 너무 슬퍼. 반 친구들이 나를 피하는 것 같아. 그들이 나를 싫어하는 건 아닐까? 다른 친구들과도 더 친해지기 힘들 것 같아, 내 모습 때문에 다들 나를 멀리하는 것 같아.",GPT,2,2,2,2,2,2
감정적 추론,"[여자/17]  
---  
고등학교 친구들과 있을 때마다 말이 보통 잘 안 나와요. 모두가 즐거운 분위기에서 저만 쭈뼛거리니 불편하고, 기가 죽는 것 같아 더 괴롭네요. 어떡해야 할지도 모르겠어요.",GPT,2,2,2,2,2,3
과잉 일반화,"[여자/15세]  
---  
학교를 다닐 때마다 다른 친구들은 잘하는데, 나는 항상 뒤쳐져서 힘들었어요. 자퇴 후에도 검정고시 준비는 막막하고, 시험에서 50점을 넘긴 적이 없어서 앞으로 어떻게 할지 모르겠어요.",GPT,3,3,2,3,3,2
성급한 판단,"[여자/16]  
---  
그녀는 항상 센 척하지만 실수를 피하지 않아요. 제가 사과하면 혼자 쭈뼛거리며 화를 냅니다. 남자들이랑 장난을 치며 웃지만, 다시 저한테 오면 도움을 요청해요. 이런 친구와 계속 지낼 수 있을까요?",GPT,2,3,3,2,2,2
감정적 추론,"[여자/16]  
---  
갑자기 그 남자와 시선을 마주쳤을 때, 그는 피해서 돌아섰다. '그가 날 싫어하는 건가?' 내 마음은 불안과 짜증으로 가득 찼다. 고백하면 밀칠까 걱정이 돼 친구에게도 말할 수 없었다.",GPT,2,3,3,2,2,3
성급한 판단,"[여자/15]  
---  
어제 친구랑 정말 잘 지냈는데, 학원에서 말이 없었어요. 그러더니 오늘은 딴 친구랑만 이야기하더군요. 내가 잘못한 건가? 무시당하는 느낌이 들어서 화가 나요. 그 애 왜 이럴까요?",GPT,3,3,2,2,2,3
흑백 사고,"[남자/18세]  
---  
혼자 집에 있으면 예전 중학교 시절이 계속 떠올라요. 친구들 사이에서 저 같은 사람이 친구가 되는 건 말도 안 되는 일이라 생각해요. 이제는 혼자 있는 게 익숙해졌네요.",GPT,2,3,2,2,2,2
흑백 사고,"[여자/16세]  
---  
나는 친구 둘과 함께 다니지만, 한 친구는 나를 싫어하는 것 같아 불안해. 그 친구가 나를 비웃는 걸 보면 정말 상처받아. 다른 친구는 애매한 입장이라 믿을 수가 없네.",GPT,2,3,2,2,3,3
개인화,"[여자/15]  
---  
친구와 놀다가 실수로 그녀의 팔에 상처를 냈어요. 충분히 사과했지만, ""너는 항상 나한테만 이래""라고 하더군요. 그 친구와 더 가까워질 수 없을 것 같은데, 정말 속상해요.",GPT,2,3,2,2,2,3
흑백 사고,"[여자/17세]  
---  
이번 주 수업에서 발표를 했는데, 몇몇 애들이 내 모습을 비웃었어요. 나를 좋아하지 않는 것 같아 너무 괴롭고, 친구들과의 관계도 멀어져 가는 것 같아 슬퍼요.",GPT,2,3,2,2,3,3
개인화,"[여자/16세]  
---  
학급에서 내 뒷담에 대해 논의하던 친구를 보았다. 그 순간, 그 친구가 나를 싸늘하게 쳐다보았고, 혹시 내가 다 의심받고 있다는 생각이 들었다. 나의 존재가 이렇게 힘들게 느껴졌다.",GPT,2,2,3,2,2,2
개인화,"[여자/16]  
---  
수업 중 친구들이 떠들고 선생님이 포기했다는 이야기를 했다. 그걸 다른 친구가 영어선생님에게 말했고, 상담을 요청받았다. 내가 비난받을까 봐 두렵고, 선생님께 사과해야 할 것 같아 걱정이 된다.",GPT,3,3,2,2,2,3
성급한 판단,"[여자/15]  
---  
학교에서 줄 서기마다 불안해져. 늘 맨 뒤에 서고, 친구는 앞에서 다른 사람과 웃으며 시간을 보내. 내가 말해도 “왜 못 따라오냐”고 핀잔만. 이래서 항상 상처받고 걱정이 커져.",GPT,3,3,2,2,2,3
성급한 판단,"[여자/16세]  
---  
교실에서 그 애를 볼 때마다 괜히 나를 이상하게 생각하지 않을까 걱정돼. 친구가 이야기하는 소문도 무서워. 그 애와의 인연이 없던 나인데, 친구가 되고 싶어서 마음이 복잡해져.",GPT,3,3,3,2,2,3
흑백 사고,"[여자/17]  
---  
시간이 지날수록 출석은 더 나빠지고, 성적도 중간이 아닌 최악이야. 졸업 후 취업도 힘들 것 같고 대학 진학도 버겁지. 자퇴할까? 현실은 나를 절망으로 몰아넣는 것 같아.",GPT,2,3,2,2,3,2
감정적 추론,"[여자/15]  
---  
친구들과 점심을 먹으러 갔는데, 자꾸 놀리더니 너무 심하게 장난치는 거야. “너 심장 약해?” 하며 웃더라. 그냥 지나치고 싶었지만, 심장이 찌릿찌릿. 나 정말 괴로운데, 왜 아무도 이해하지 못할까?",GPT,3,3,3,2,3,3
성급한 판단,"[여자/14]  
---  
요즘 친구들이 제 앞에서만 이야기를 줄인 느낌이에요. 함께 있을 때는 괜찮은데, 제가 뭘 잘못했는지 알 수가 없어요. 저를 피하는 것 같아 점점 더 외롭고 힘들어요. 왜 이러는 걸까요?",GPT,3,3,3,2,2,3
성급한 판단,"[여자/16]  
---  
문자 답장을 하는 친구의 반응이 마음에 걸린다. 언제나 '웅'이라고 대답하는 그녀가 귀찮아서 그럴까, 아니면 나를 싫어해서일까? 친구의 마음을 쉽게 판단하려니 불안만 커진다.",GPT,3,3,3,3,3,3
흑백 사고,"[여자/15세]  
---  
항상 반 친구들이 저를 배제하는 것 같아요. 집에선 편하게 이야기하지만, 밖에서는 누군가 저를 비웃는 것만 생각나요. 다시 당당해지려 해도 그게 너무 힘들어요. 이렇게 감정이 우울해져요.",GPT,2,3,3,2,2,2
성급한 판단,"[남자/15세]  
---  
학교에서 친구들이 나를 놀리며 헛소문을 퍼뜨렸다. 내가 약한 모습을 보이자 그들은 더욱 공격적이 됐다. 내 친구들은 믿어주지 않았고, 혼자만 괴로운 마음에 점점 더 힘들어졌다.",GPT,2,2,2,2,2,3
과잉 일반화,"[여자/15]  
---  
친구들과 점심을 같이 하는데, 대화가 끊기고 모두 각자 스마트폰을 보더라고요. 내가 뭘 해도 무시당하는 것 같아서 더 외로워져요. 어떻게 말을 걸어야 할지도 모르겠고, 정말 힘들어요.",GPT,3,3,3,2,2,3
과잉 일반화,"[여자/16]  
---  
친한 친구와 요즘 말을 안 해. 그 제멋대로인 애가 내 친구와 잘 지내는 모습 보니 더 힘들어. 어제 학급 사진 찍을 때 내가 입었던 옷을 가지고 놀리더라. 나만 불행한 것 같아.",GPT,2,3,2,2,3,2
과잉 일반화,"[여자/15]  
---  
전학 온 지 7개월인데, 친구가 없는 건 내 문제가 분명해요. 내가 조용하게 있어도, 다른 애들은 친해지고, 나는 쓸모 없는 사람처럼 느껴져요. 눈빛이 나를 싫어하는 것 같고, 그럴수록 더 외롭네요.",GPT,3,3,2,2,3,3
과잉 일반화,"[여자/14]  
---  
최근 친구들과의 관계가 멀어져 너무 외롭습니다. 선생님께 눈치받는 것도 힘들고, 다른 반 친구들과도 어색해요. 계속 결석하며 집에만 있고, 무엇을 해야 할지 모르겠습니다. 자퇴 생각이 자꾸 드네요.",GPT,3,3,2,2,3,3
감정적 추론,"[여자/16세]  
---  
수업 중, 자주 대화하는 친구가 갑자기 말을 꺼내지 않자 불안함이 몰려왔다. 그녀가 나를 싫어하게 된 건 아닐까? 작은 오해도 큰 문제가 될까 두려워, 학교에 가고 싶지 않았다.",GPT,3,3,3,2,3,3
성급한 판단,"[여자/16세]  
---  
어제 도서관에서 그녀를 봤어요. 대화를 시도했지만 차가운 반응이었죠. 지난번 싸움이 여전히 마음에 걸리는 듯해요. 내가 뭘 잘못했는지 알 수 없고, 계속 저를 피하는 것 같아 불안해요.",GPT,3,3,3,3,2,3
감정적 추론,"[남자/17]  
---  
나는 그녀에게 고백할 용기가 없어. 내가 고백하면 그녀가 부담스러워할 거라고 생각해. 친구들에게 놀림받는 건 아닐까 두려워서, 그냥 공부 도움을 주며 가까워지는 방법을 찾고 있어.",GPT,3,2,2,2,3,3
과잉 일반화,"[여자/15세]  
---  
친구들이 듣기 좋은 말투가 있는 것 같아. 내가 어색하게 말하면 다들 싫어할까 봐 정말 걱정돼. 주변 친구들은 날 좋아하지 않는 것 같아. 매일매일 조심하지만, 왜 이렇게 힘들지?",GPT,2,3,3,2,3,2
성급한 판단,"[여자/15세]  
---  
수업 중, 내 친구가 다른 친구에게만 비밀 얘기를 하는 걸 봤어요. 무슨 얘기지? 이상하게 느껴져, 비밀 없기로 했잖아. 내가 뒷담화의 대상이 아닐까 걱정돼서 속상해요.",GPT,3,3,3,2,2,3
과잉 일반화,"[여자/17]  
---  
나는 고1인데, 친구가 나를 뒷담했다고 소문 내더니, 모두 나를 싫어하는 것 같아. 서로 풀었는데도 나만 여전히 소외된 느낌이야. 이젠 누구에게도 다가가기 힘들어.",GPT,2,3,3,2,2,3
부정적 편향,"[여자/15]  
---  
이번 주 수업 시간에 발표를 했는데, 다른 친구가 내 아이디어를 비웃었어요. 그 뒤로 모두 내게 시선이 가는 느낌이 들어서, 수업을 듣는 게 너무 힘들어요. 나만 그런 걸까요?",GPT,2,2,3,2,2,3
성급한 판단,"[여자/14]  
---  
걱정이 돼서 두 친구에게 담배를 끊으라고 했어요. 하지만 그들이 나를 소외시키면 어쩌나 두렵고, 선생님께 말해도 무시당할 것 같아요. 그들의 건강이 걱정되지만, 대처 방법이 없네요.",GPT,2,2,2,2,2,3
개인화,"[여자/15]  
---  
별로 친하지 않은 친구에게 연락이 왔어요. 제가 말한 게 소문이 났다고 하더군요. 정말 그런 게 아니라, 다 오해인 것 같아요. 얼굴 보고 해결할 수 있을까요? 너무 고민됩니다.",GPT,3,3,3,2,2,3
성급한 판단,"[여자/28세]  
---  
고등학교에 다시 다닐 생각하니, 2살 어린 친구들이 나를 무시할까 두렵다. 복학생이라는 이유로 거리감이 생길까? 만약 그들이 나를 괴롭힌다면 어쩌지? 이런 걱정이 가득하다.",GPT,3,3,3,2,3,3
